412609780730204001060010030003100976094070050075062308001090400000020000000403000,412639785738254691569817234283145976694378152175962348851796423347521869926483517
710254060002130700050009201129000006006801502000690017908500104001900803500010629,713254968892136745654789231129375486376841592485692317968523174241967853537418629
000100030008600000000007600000756010006000500500891276004910060102073908087002041,675129834238645197491387625829756413716234589543891276354918762162473958987562341
009806143085000962164000705050204319630500078491307256903675824026008031540002697,279856143385741962164923785857264319632519478491387256913675824726498531548132697
670080409204307658080260070902400830031700206800923504308105960095040380126839040,673581429214397658589264173952416837431758296867923514348175962795642381126839745
810700059070000603409065070047080021608400030003500806054016008000000004760040300,816732459275194683439865172547683921698421537123579846354216798981357264762948315
004831076006409150120075080310008009400700000269100040001500000500307002032060000,954831276876429153123675984317248569485796321269153748691582437548317692732964815
008027590050010708206900040000070089583000001040008000864000000705200000000006000,418327596359614728276985143621573489583492671947168235864759312795231864132846957
680052300001630294209700850412070500903104728860005009000000681190087030328000900,684952317571638294239741856412879563953164728867325149745293681196587432328416975
205348790000700008000015604751060940038002106000901000597120000000030410043087059,265348791314796528879215634751863942938452176426971385597124863682539417143687259
702080503340650879095173006026500004030948260050000700680095132200000957079021008,762489513341652879895173426926517384137948265458236791684795132213864957579321648
402000000600087400870120600004360900135000206000000318018006090306005100000000000,452639781691587432873124659284361975135978246967452318718246593346895127529713864
062000470080607050700002009801050600000009000590063000000015800000470000004238700,362591478189647352745382169821754693436129587597863241673915824218476935954238716
310072905060005384000300710052680193090034206600019040500768420100000850020051009,314872965267195384985346712452687193891534276673219548539768421146923857728451639
000970350004000190700005820540000602090406010023500000400090060076100040182760900,268971354354682197719345826541839672897426513623517489435298761976153248182764935
010730002500009401490021608000913864308206090961400023603147089080395016159802347,816734952532689471497521638275913864348276195961458723623147589784395216159862347
007081400009006527060020000000800001000000370070100205095000800004008009100530000,257981463819346527463725918542873691981652374376194285695417832734268159128539746
025760908030201000087094000061032805300900000090010000000050082859620300070008569,125763948934281657687594231761432895348975126592816473416359782859627314273148569
000329760000018002090064000010000030080030071002401050700802000000946820800000509,158329764467518392293764185615297438984635271372481956749852613531946827826173549
981056372324900561070123840756304000430205796219807450143589620897642135562701984,981456372324978561675123849756394218438215796219867453143589627897642135562731984
000270000007000308089065274900050017870190020200430080063509841098604032012780960,345278196627941358189365274936852417874196523251437689763529841598614732412783965
003049201609251087081030000000410092007005600400008070908500006050080923034602008,573849261649251387281736549365417892817925634492368175928573416756184923134692758
008615209010002683000078501060100405370420800840000790703050004090704300650090100,438615279517942683926378541269187435375429816841536792783251964192764358654893127
005000380860040001217039060100720030000390000052618400000007050706000920000263000,945176382863542791217839564194725836678394215352618479421987653736451928589263147
040539070590000004710000060020003009005207003064000050009320708071095000000710500,246539871598176324713842965127453689985267143364981257659324718871695432432718596
070604108034700056900500340490380712018970435720105680000467823200803500307001904,572634198834719256961528347495386712618972435723145689159467823246893571387251964
859600000006198507030250006018509064400003080970000005590802043620301058180940000,859637421246198537731254896318529764465713289972486315597862143624371958183945672
094501826802690005056020030020007000073049100009215007200004503900752600005906000,394571826812693745756428931521367489673849152489215367267184593938752614145936278
005020400007046501190000326020003009030060080000870135010600000073095040906004007,365921478287346591194758326528413769731569284649872135412687953873195642956234817
040010200501024900000007401180590007700840000002070850056000000003009010900405003,349618275571324986268957431184592367735846192692173854856231749423769518917485623
702900540409607000506040907040020670000000035600093812290030150000000203304209000,732981546489657321516342987843125679921768435675493812297836154168574293354219768
054009307001408926086030001690073100500000800400010002040020603103604578705001000,254169387371458926986732451692873145517246839438915762849527613123694578765381294
000980600190603248802100009209040506007001400006800120050000010003000700041000000,374982651195673248862154379219347586587261493436895127758436912923518764641729835
261700040950063700000140069500624000080300924000901007700000406423590001000437090,261759348954863712837142569579624183186375924342981657795218436423596871618437295
500601280810200040040050016204003695600420108070086400158902004407005800309064000,593641287816297543742358916284713695635429178971586432158972364467135829329864751
300009002000756004094203800409507010073091240061000570002060780030400691010938005,357849162128756934694213857489527316573691248261384579942165783835472691716938425
703000802902806035006002097458903200261000349307241500000604903004795000029030054,713459862942876135586312497458963271261587349397241586875624913134795628629138754
000000400018700065032004010020400000003050040007009038000070004756040801000901570,975316482418792365632584917129438756863157249547629138391875624756243891284961573
980002170000090000006005040008520000504000000190000087039140820000200000021050064,985462173743891652216375948378529416564718239192634587639147825457286391821953764
300760009001003600060040205830054900004817050600302007279030004000479500500000090,352768149491523678768941235837654912924817356615392487279135864186479523543286791
010200730207000090900000240140032057000008064700504308800000610321000079095001083,416289735257463891983157246148632957532978164769514328874395612321846579695721483
000050040200963780395470200010502900950634871638700524500007030004005690723100400,876251349241963785395478216417582963952634871638719524569847132184325697723196458
003190470000867000050043018560004392000000000370610040140000037020500104608070200,283195476419867523756243918561784392894352761372619845145928637927536184638471259
008000006003967804647000950904081005200649073701253408850102600006800301302400580,198524736523967814647318952934781265285649173761253498859132647476895321312476589
001060072000408050006090008000001065502900031100580200835620140200053600010000020,481365972729418356356792418948231765562974831173586294835627149294153687617849523
270590400000240700040080235006309054054100070390850126902018500060400389000030002,278593461513246798649781235126379854854162973397854126932618547761425389485937612
000159000179040500060030809905204006003608907607000001700080200030900000801400000,328159764179846532564732819915274386243618957687593421796381245432965178851427693
001070563400100970000005048800004000100800490940000305378601009000039017009002630,291478563485163972763925148856394721132857496947216385378641259624539817519782634
600000200000059000095264781520631008000500612168490007406000075700300000809740100,684173259271859463395264781527631948943587612168492537416928375752316894839745126
001300508600809002085000603540907201010080064206430985060005349054093807003048050,421376598637859412985124673548967231319582764276431985862715349154693827793248156
573000400000800030200007000914003500327045010600790300002918645800070093090500108,573129486169854732248367951914283567327645819685791324732918645851476293496532178
290070000831652090405010820000340208508169703043020961050096080900701032102530600,296478315831652497475913826619347258528169743743825961357296184964781532182534679
000398000001000209600400000000200800004030096590701400003000610000084070800650940,275398164341576289689412537736249851124835796598761423453927618962184375817653942
260005900040009005001742603600908007004600000790000000579281436010004200032090001,267835914348169725951742683623918547184657392795423168579281436816374259432596871
062357140038246579007009600094608700080590064206704980000000000849172350075983410,962357148138246579457819623594628731783591264216734985321465897849172356675983412
000020070200430985973500002000005010000070000084002509310246058420000193857903264,548629371261437985973581642632895417195374826784162539319246758426758193857913264
325009407007040050109500300790000080003900126260000003900416005000000000000705930,325869417687341259149527368791632584853974126264158793932416875578293641416785932
905000080000780004000530706400900600000857010701024800000000300210300948304006005,975462183163789524842531796428913657639857412751624839597248361216375948384196275
300000500157903000029740000900001730038652901504009068080090402400026173200504009,346218597157963824829745316962481735738652941514379268683197452495826173271534689
084739000009062704206000009728000901001070530903620000800090140090016000312047800,184739625539162784276485319728354961641978532953621478865293147497816253312547896
500000069003010840800029000007080900089054006650001438016000000745030600308000724,524873169973516842861429357437682915189354276652791438216947583745238691398165724
120300095003429100980050024415036809008000043302074016000000000001000950037900402,124368795573429168986157324415236879768591243392874516859742631241683957637915482
004892306500043872283607091306705900817006004902438617420001000790500260000070005,174892356569143872283657491346715928817926534952438617425361789791584263638279145
200040300009200460040009010000023046003498750190560200402900600957082130301700020,215846397739215468846379512578123946623498751194567283482931675957682134361754829
000051702600030185005002000300000900904080257021704300106009000007200801009010006,893651742642937185715842639378526914964183257521794368186479523437265891259318476
020301849930578600008024730690043200053700460002056390080635070000480023309207086,725361849934578612168924735697143258853792461412856397281635974576489123349217586
000000987002800604084367001203981006600725008158006002307198060800000100400500800,536214987712859634984367251273981546649725318158436792327198465895642173461573829
000060008124080000006040502462000190000002605571030804807090206005320007290600450,759261348124583769386749512462857193938412675571936824847195236615324987293678451
000761089007085260080009007168903000200040000009027006004602710620008300795000020,342761589917485263586239147168953472273846951459127836834692715621578394795314628
760200000024073500030486071150069000000032050203004090007000930590301704300907000,761295348824173569935486271158769423649832157273514896417658932596321784382947615
745100028086300000930008704809632057307005090050070806000000905004703182078520043,745196328286347519931258764819632457367485291452971836623814975594763182178529643
002310050954208060700000008000086109000000073401000080040850030820600014000901005,682319457954278361713465298237586149598124673461793582149852736825637914376941825
510230800207089005009000010901000300005010070700050001104006003000004160690800047,516237894247189635389465712921748356435612978768953421174596283852374169693821547
000010000000465003060807002100006258406082000827000001200670084010320097740050000,384219675972465813561837942139746258456182739827593461295671384618324597743958126
076921048490087012821000973207809060049250781510704209702530104950170000160492050,376921548495387612821645973237819465649253781518764239782536194954178326163492857
003009004491300080006400005040001000307006000018004002109203048560000210000105067,753689124491352786286417395645721839327896451918534672179263548564978213832145967
008010540306004200040000801201500080009008710800701009060100930490600178003000600,728916543316854297945327861271593486639248715854761329567182934492635178183479652
010008400060201090009000017608002003000050000000139068270905080000003000000680300,712598436364271895859364217698742153137856942425139768273915684986423571541687329
900170000805406970100003040094000800000000706780065000000030200400000037020054080,946178325835426971172593648694712853253849716781365492518937264469281537327654189
401002000506930001003610285250046130304129070007053460719365000640087000002401607,481572396526938741973614285258746139364129578197853462719365824645287913832491657
261040390038950014050203007002007008007080906380000021015309070603470800904000160,261748395738956214459213687192637548547182936386594721815369472623471859974825163
076390015180540623200610000538129004910706002762080001620030000300800090090000107,476392815189547623253618479538129764914756382762483951627931548341875296895264137
000300000039064021000009070006000900005008034000402000900200503360100700540073006,851327469739564821624819375486731952275698134193452687917286543362145798548973216
024000053803021009050370280002000004060100002001902007017490300390205000045063100,124689753873521649956374281732856914569147832481932567617498325398215476245763198
